[geofence.coburg.raids]
50.30129247229603,10.975513458251955
50.29032633007796,10.963325500488281
50.28824247729278,10.921440124511719
50.26783783575824,10.901870727539064
50.25401036732904,10.91972351074219
50.236994880043454,10.906505584716799
50.23457928630228,10.912857055664062
50.23886139138097,10.941524505615236
50.22238965126189,10.956802368164064
50.22304863011223,10.976028442382814
50.256095718778674,11.016368865966797
50.27595685903675,10.994224548339846
50.2872553572806,11.022205352783203
